小区,户型,面积,地段,单价,总价,楼层,建成时间,有地铁
都悦里 , 2室2厅 , 88平米 ,金湾新城,5796.0,51.0,15,1998,False
格林小镇 , 2室2厅 , 91.26平米 ,东山,7890.0,72.0,7,2003,False
大连明珠 , 2室2厅 , 161平米 ,星海广场,24535.0,395.0,31,2008,True
龙祥花园 , 3室2厅 , 151.43平米 ,中山公园,18491.0,280.0,9,2001,True
春柳河小区 , 3室2厅 , 134.87平米 ,促进路,10974.0,148.0,6,2001,False
大有恬园 , 2室2厅 , 86.23平米 ,凌水,7538.0,65.0,6,2005,False
亿达世纪城 , 3室2厅 , 110.27平米 ,大纺,22219.0,245.0,12,2003,True
西苑花园 , 2室2厅 , 85.78平米 ,马栏,9560.0,82.0,6,2000,True
泰安花园 , 3室2厅 , 101.54平米 ,南沙,9750.0,99.0,7,1998,False
金海花园东园 , 3室2厅 , 124.34平米 ,香炉礁,10134.0,126.0,7,2001,True
泡崖美林园 , 2室2厅 , 94.51平米 ,美林园,11110.0,105.0,7,2003,False
杏林山庄三期 , 2室1厅 , 89.26平米 ,杏花里,8067.0,72.0,6,2010,False
长春花园 , 2室2厅 , 101.24平米 ,华府,17582.0,178.0,6,1997,False
侯一小区 , 2室2厅 , 96.3平米 ,侯家沟,9658.0,93.0,8,1991,True
阳光百合 , 2室2厅 , 100.16平米 ,马栏,14178.0,142.0,6,2004,True
马栏广场 , 2室1厅 , 98.25平米 ,马栏,8499.0,83.5,6,2000,True
岭秀滨城悦和西园 , 2室2厅 , 88.69平米 ,辛寨子,11276.0,100.0,11,2009,False
远洋风景 , 2室1厅 , 83.47平米 ,华府,19169.0,160.0,30,2008,True
泡崖康居园 , 4室2厅 , 142.67平米 ,泡崖八区,9253.0,132.0,6,2002,False
景润一期 , 1室1厅 , 71.24平米 ,北京公园,9967.0,71.0,7,2000,False
万奕学院派 , 1室0厅 , 50.45平米 ,软件园,24778.0,125.0,13,2010,False
景润一期 , 1室1厅 , 71.24平米 ,北京公园,9967.0,71.0,7,2000,False
松江小区 , 2室1厅 , 61.82平米 ,甘井子,9868.0,61.0,7,1995,False
金地艺境 , 3室2厅 , 133.3平米 ,金地艺境,10353.0,138.0,7,2015,False
马栏小学北 , 2室1厅 , 52.78平米 ,马栏,11653.0,61.5,7,1995,True
华润置地广场一期 , 2室1厅 , 87.56平米 ,华南,18045.0,158.0,33,2013,True
山海一家一期 , 2室1厅 , 61.28平米 ,万达,13871.0,85.0,16,2005,False
星加坡花园 , 1室1厅 , 53.79平米 ,周水子,16993.0,91.4,7,2004,False
红星海世界观二期果岭墅 , 4室2厅 , 235平米 ,红星海,17022.0,400.0,30,2012,False
华夏金城 , 3室2厅 , 124.04平米 ,古城汇金,8869.0,110.0,6,2008,False
大连海湾城一期、二期 , 2室2厅 , 88平米 ,华润海中国,11364.0,100.0,33,2012,False
龙山花园 , 2室2厅 , 92.05平米 ,孙家沟,8040.0,74.0,6,1999,False
和平现代城 , 2室1厅 , 84.54平米 ,和平广场,15378.0,130.0,50,2005,True
加州洋房 , 6室2厅 , 143.85平米 ,华南,16546.0,238.0,11,2008,False
亿达普罗旺斯 , 3室2厅 , 151.54平米 ,小平岛,24416.0,370.0,9,2014,False
天安海景花园 , 5室2厅 , 280.94平米 ,松峪,10857.0,305.0,11,2006,False
东阁里 , 2室1厅 , 83.7平米 ,东山,5974.0,50.0,6,1994,False
龙山花园 , 3室2厅 , 108.29平米 ,孙家沟,14591.0,158.0,6,1999,False
孙家沟 , 2室2厅 , 73.68平米 ,孙家沟,9610.0,70.8,7,1995,True
碧浪园二期 , 2室2厅 , 67.65平米 ,虎滩,16113.0,109.0,6,2002,False
万科溪之谷 , 2室2厅 , 89.58平米 ,溪之谷,12168.0,109.0,5,2007,False
红星海世界观一期艺墅 , 3室2厅 , 173平米 ,红星海,12024.0,208.0,30,2012,False
东城天下 , 3室2厅 , 109.92平米 ,东城,8188.0,90.0,11,2005,False
辽河石油勘探局家属楼 , 3室2厅 , 160平米 ,倚山里,4063.0,65.0,7,2008,False
星海大观 , 3室2厅 , 189平米 ,星海广场,20635.0,390.0,50,2010,True
壹品漫谷 , 3室2厅 , 172平米 ,凌水,14245.0,245.0,15,2008,False
大连明珠 , 3室2厅 , 225.49平米 ,星海广场,26609.0,600.0,31,2008,True
星浦庄园 , 2室2厅 , 94.5平米 ,黑石礁,11852.0,112.0,7,1997,False
万科溪之谷 , 2室2厅 , 105.08平米 ,溪之谷,12372.0,130.0,27,2007,False
龙畔金泉五期K3区 , 3室2厅 , 136.03平米 ,泉水龙畔金泉,10292.0,140.0,12,2008,False
金地艺境 , 2室2厅 , 96.95平米 ,金地艺境,10109.0,98.0,7,2015,False
富士庄园 , 3室1厅 , 128.69平米 ,美域盛景,12433.0,160.0,10,2006,False
东城天下 , 3室2厅 , 109.92平米 ,东城,8188.0,90.0,11,2005,False
辽河石油勘探局家属楼 , 3室2厅 , 160平米 ,倚山里,4063.0,65.0,7,2008,False
孙家沟 , 2室2厅 , 73.68平米 ,孙家沟,9610.0,70.8,7,1995,True
碧浪园二期 , 2室2厅 , 67.65平米 ,虎滩,16113.0,109.0,6,2002,False
万科溪之谷 , 2室2厅 , 89.58平米 ,溪之谷,12168.0,109.0,5,2007,False
红星海世界观一期艺墅 , 3室2厅 , 173平米 ,红星海,12024.0,208.0,30,2012,False
星海大观 , 3室2厅 , 189平米 ,星海广场,20635.0,390.0,50,2010,True
文萃轩小区 , 2室1厅 , 57.79平米 ,学府,15055.0,87.0,6,1998,False
杏林山庄一期 , 3室2厅 , 78.88平米 ,杏花里,7861.0,62.0,6,2005,False
亿锋现代城 , 3室2厅 , 139.92平米 ,安盛,9935.0,139.0,34,2006,True
开建阳光馨苑 , 2室1厅 , 78.4平米 ,安盛,8802.0,69.0,32,2009,True
润泽园 , 1室1厅 , 60平米 ,美域盛景,14467.0,86.8,24,2012,False
润泽园 , 1室1厅 , 49.3平米 ,美域盛景,14909.0,73.5,11,2012,False
文萃轩小区 , 3室1厅 , 62.07平米 ,学府,14500.0,90.0,5,1990,False
鹏辉新世纪 , 2室2厅 , 85.24平米 ,鹏辉,17833.0,152.0,5,2009,False
前程街 , 2室1厅 , 75.13平米 ,马栏,9717.0,73.0,7,2000,True
新星绿城三期 , 1室1厅 , 59.57平米 ,辛寨子,10912.0,65.0,6,2006,False
新星绿城五期 , 1室1厅 , 40.4平米 ,辛寨子,13119.0,53.0,6,2009,False
铁路西站 , 1室1厅 , 42.05平米 ,华府,12129.0,51.0,8,1997,False
美树日记 , 1室1厅 , 56.63平米 ,第五郡,16953.0,96.0,5,2009,True
连山街 , 2室0厅 , 51.17平米 ,孙家沟,9772.0,50.0,7,1993,False
青秀蓝湾一期 , 2室2厅 , 82.81平米 ,鹏辉,20529.0,170.0,24,2016,False
星台花园一期 , 1室2厅 , 49平米 ,幸福e家,13878.0,68.0,7,1998,False
促进路 , 2室1厅 , 55.96平米 ,促进路,9829.0,55.0,6,1994,False
和平现代城 , 1室0厅 , 55.5平米 ,和平广场,15046.0,83.5,50,2005,True
彩虹园 , 2室1厅 , 60.66平米 ,马栏,8408.0,51.0,6,2000,True
泰达花园 , 2室2厅 , 74.64平米 ,二七,17283.0,129.0,6,2000,False
华南沃尔玛六和路 , 2室1厅 , 54.54平米 ,名贵,10965.0,59.8,7,1990,True
大有恬园二期 , 3室2厅 , 137.25平米 ,凌水,17997.0,247.0,8,2010,False
大有恬园二期 , 3室2厅 , 137.25平米 ,凌水,17997.0,247.0,8,2010,False
阳光家园 , 2室1厅 , 64.34平米 ,站前,7150.0,46.0,24,2009,False
小平岛亲海园A2组团 , 2室2厅 , 93.59平米 ,小平岛,19874.0,186.0,12,2008,True
锦华北园 , 3室2厅 , 135.8平米 ,锦绣,14728.0,200.0,6,2002,True
红星海世界观四期城市别馆二号 , 2室2厅 , 106.86平米 ,红星海,12634.0,135.0,32,2012,False
星海人家 , 3室2厅 , 129.69平米 ,星海人家商圈,26217.0,340.0,5,2002,True
大医物业 , 3室1厅 , 83.29平米 ,孙家沟,9966.0,83.0,6,1994,True
龙畔金泉四期 , 3室2厅 , 65.32平米 ,泉水龙畔金泉,9952.0,65.0,6,2005,True
新华绿洲 , 3室2厅 , 124.69平米 ,大纺,14837.0,185.0,12,2001,False
鹏辉新世纪 , 3室2厅 , 122.54平米 ,鹏辉,13874.0,170.0,12,2003,False
锦华中园 , 3室2厅 , 138.74平米 ,锦绣,10812.0,150.0,5,2001,True
阳光百合 , 2室1厅 , 62.35平米 ,马栏,14114.0,88.0,9,2008,True
山东路 , 2室1厅 , 74.3平米 ,山东路,11441.0,85.0,6,1986,True
芙蓉人家 , 2室2厅 , 91.37平米 ,促进路,17293.0,158.0,6,2006,True
浪花街 , 2室1厅 , 68.55平米 ,黑石礁,10941.0,75.0,5,1992,True
和平现代城 , 1室1厅 , 48.23平米 ,和平广场,15966.0,77.0,50,2005,True
富丽庭 , 1室1厅 , 48.34平米 ,黑石礁,19860.0,96.0,32,2010,True
星海自由港 , 1室1厅 , 53.28平米 ,星海人家商圈,17268.0,92.0,5,2004,True
缇香漫城 , 3室1厅 , 88.26平米 ,第五郡,33651.0,297.0,6,2013,False
大华锦绣华城二期 , 4室2厅 , 203.71平米 ,庙岭,22582.0,460.0,18,2013,False
北昌平小区 , 1室1厅 , 45.96平米 ,西安路,11315.0,52.0,7,1993,True
锦绣暖山 , 2室1厅 , 56.68平米 ,叠翠,11292.0,64.0,19,2010,True
由家村 , 1室1厅 , 51.68平米 ,软件园,13507.0,69.8,7,1990,True
泉水人家幸福里 , 2室2厅 , 102.95平米 ,美域盛景,9908.0,102.0,22,2009,True
南石巷 , 3室1厅 , 72.45平米 ,石道街,11940.0,86.5,6,1995,False
南平花园 , 2室2厅 , 77.7平米 ,南沙,16088.0,125.0,6,2001,False
春柳河小区 , 2室2厅 , 78.56平米 ,促进路,12348.0,97.0,6,2006,True
远洋时代城四期 , 2室1厅 , 76.7平米 ,高城山,7497.0,57.5,22,2012,False
湾里南小区 , 2室1厅 , 76.3平米 ,金湾新城,7340.0,56.0,34,2003,False
锦云中园 , 2室1厅 , 67.16平米 ,锦绣,11287.0,75.8,7,1996,False
开建阳光馨苑 , 2室1厅 , 84.97平米 ,安盛,8709.0,74.0,32,2009,True
龙畔金泉五期K2区 , 3室2厅 , 134.82平米 ,泉水龙畔金泉,10296.0,138.8,6,2008,True
湾里南小区 , 2室1厅 , 76.3平米 ,金湾新城,7340.0,56.0,34,2003,False
绿香花园 , 2室1厅 , 64.65平米 ,绿波,11292.0,73.0,7,2001,False
金地檀溪 , 3室2厅 , 133.99平米 ,泉水龙畔金泉,14554.0,195.0,7,2016,False
龙畔金泉五期K4区 , 2室1厅 , 85.36平米 ,泉水龙畔金泉,9724.0,83.0,24,2008,False
颐和星海 , 2室1厅 , 90.03平米 ,黑石礁,24437.0,220.0,36,2013,True
胜鼎桃源 , 3室2厅 , 112.86平米 ,青云街,20025.0,226.0,29,2015,False
海神花园 , 3室2厅 , 157.83平米 ,中南,13306.0,210.0,6,1999,False
大华锦绣华城三期 , 2室2厅 , 77.84平米 ,庙岭,20812.0,162.0,28,2012,False
瑞仕尚城 , 2室1厅 , 83平米 ,海富,8434.0,70.0,11,2008,False
东北明珠 , 2室1厅 , 86.42平米 ,安盛,10183.0,88.0,30,2010,True
马栏北街 , 3室1厅 , 79.63平米 ,马栏,10675.0,85.0,7,1994,True
湾里南小区 , 2室1厅 , 68.88平米 ,金湾新城,8276.0,57.0,6,2003,False
弘基二期 , 3室2厅 , 149.6平米 ,学府,18717.0,280.0,11,2003,True
亿达世纪城 , 3室2厅 , 127.72平米 ,大纺,19966.0,255.0,12,2003,True
青云林海 , 2室1厅 , 97.67平米 ,青云街,22116.0,216.0,6,2001,False
城润万家 , 2室1厅 , 63.03平米 ,城润,6823.0,43.0,31,2008,False
亿锋现代城 , 1室1厅 , 47.81平米 ,安盛,8576.0,41.0,34,2006,True
硅谷假日公寓 , 1室0厅 , 44.54平米 ,万达,12124.0,54.0,11,2005,True
海创半山壹号 , 3室2厅 , 132.69平米 ,七贤岭,14922.0,198.0,9,2011,False
桃仙小区 , 3室1厅 , 131.87平米 ,秀月,10465.0,138.0,7,1995,False
锦江园 , 1室1厅 , 41平米 ,锦绣,9513.0,39.0,7,1996,False
建华巷（三八广场） , 2室1厅 , 57.2平米 ,三八北,14686.0,84.0,7,1994,True
西山巷 , 1室1厅 , 42.33平米 ,武昌街,9214.0,39.0,7,1992,False
侯一小区 , 2室1厅 , 55.2平米 ,侯家沟,8696.0,48.0,8,1993,True
万科溪之谷 , 3室2厅 , 92.36平米 ,溪之谷,10611.0,98.0,27,2007,False
鹏辉新世纪 , 3室2厅 , 134.31平米 ,鹏辉,14519.0,195.0,6,2004,False
欧洲小镇 , 3室2厅 , 137.6平米 ,中南,20713.0,285.0,4,2004,False
桃山小区 , 2室2厅 , 71.67平米 ,孙家沟,7954.0,57.0,7,1998,False
恒达花园（沙河口） , 2室1厅 , 62.84平米 ,辽师,8912.0,56.0,7,1998,True
远洋时代城一期 , 3室2厅 , 126平米 ,高城山,7143.0,90.0,22,2012,False
鹏辉新世纪 , 3室2厅 , 134.31平米 ,鹏辉,14519.0,195.0,6,2004,False
西连街 , 3室2厅 , 164.5平米 ,黑石礁,13374.0,220.0,7,1992,True
金海花园西园 , 3室2厅 , 105.3平米 ,香炉礁,9497.0,100.0,7,2001,True
泡崖一区 , 3室1厅 , 87.22平米 ,泡崖市场,8141.0,71.0,6,1994,False
西关街 , 2室1厅 , 59.83平米 ,辽师,8341.0,49.9,7,1997,True
青松南里 , 2室2厅 , 123.01平米 ,红梅翠竹,5854.0,72.0,32,2003,False
岗盛里小区 , 3室1厅 , 64平米 ,东山,6250.0,40.0,5,1998,False
金润小区A区 , 2室2厅 , 51.59平米 ,金润,7366.0,38.0,6,2005,False
北欧假日 , 2室2厅 , 103.58平米 ,松峪,9365.0,97.0,33,2005,False
景润一期 , 3室2厅 , 110.09平米 ,北京公园,8176.0,90.0,7,2000,True
泡崖新六区 , 2室1厅 , 60.23平米 ,泡崖市场,9630.0,58.0,6,2004,False
新华同仁轩 , 2室1厅 , 21.91平米 ,阳光月秀,19626.0,43.0,8,2005,False
泡崖二区 , 3室2厅 , 103.14平米 ,泡崖市场,7272.0,75.0,6,1997,False
泉水家年华 , 2室2厅 , 95.79平米 ,美域盛景,10336.0,99.0,25,2009,True
桃花源小区 , 3室2厅 , 132.19平米 ,八一路,8700.0,115.0,7,1999,False
鹏辉新世纪 , 3室2厅 , 130.07平米 ,鹏辉,15377.0,200.0,11,2003,False
马栏小学北 , 2室0厅 , 69.78平米 ,马栏,9029.0,63.0,7,1995,True
新星里 , 3室2厅 , 142.37平米 ,东山,6673.0,95.0,18,2003,False
幸福e家四期 , 3室2厅 , 196.4平米 ,幸福e家,24950.0,490.0,18,2007,False
南沙 , 2室1厅 , 86.07平米 ,南沙,9528.0,82.0,7,1995,False
绿波B区 , 3室2厅 , 97.93平米 ,春柳,7659.0,75.0,7,1998,False
学府1+1 , 3室2厅 , 120.22平米 ,学府,18300.0,220.0,6,2007,False
孙家沟 , 3室1厅 , 81.74平米 ,孙家沟,9543.0,78.0,6,1990,False
星浦庄园 , 3室2厅 , 124.6平米 ,黑石礁,11236.0,140.0,7,1997,False
前程街 , 2室1厅 , 90.32平米 ,马栏,9965.0,90.0,7,2000,True
万科魅力之城 , 3室2厅 , 86.89平米 ,魅力之城,14387.0,125.0,22,2012,False
艾维尼小城 , 2室2厅 , 84.73平米 ,辛寨子,15225.0,129.0,5,2010,False
唯美品格 , 3室2厅 , 110.81平米 ,大纺,23915.0,265.0,18,2009,True
前程街 , 2室1厅 , 62.89平米 ,马栏,9064.0,57.0,7,2000,True
动力院景二期汇善南园 , 4室2厅 , 141.79平米 ,华南,16751.0,237.5,16,2007,True
金润小区B区 , 2室2厅 , 55.85平米 ,金润,6715.0,37.5,7,2010,False
辽师 , 1室1厅 , 39.01平米 ,辽师,9947.0,38.8,7,1995,True
星海人家 , 4室2厅 , 169.66平米 ,星海人家商圈,20630.0,350.0,5,2002,True
玉浓街 , 2室1厅 , 74平米 ,泡崖八区,9055.0,67.0,6,2002,False
马栏小学北 , 2室1厅 , 53.45平米 ,马栏,9355.0,50.0,7,1995,True
马栏小学南 , 2室1厅 , 54.26平米 ,马栏,9584.0,52.0,7,1995,False
桃园小区 , 3室1厅 , 78.65平米 ,桃园,6167.0,48.5,7,1992,True
西山巷 , 3室1厅 , 85.06平米 ,武昌街,8935.0,76.0,7,1992,False
南山路（金州） , 2室2厅 , 73平米 ,南棉,6165.0,45.0,6,1995,False
东方星海 , 1室1厅 , 55.49平米 ,星海广场,14057.0,78.0,30,2009,True
万国宫馆一期 , 2室2厅 , 80.73平米 ,红梅翠竹,10406.0,84.0,29,2009,False
亿达国际新城 , 3室2厅 , 105.83平米 ,软件园,18426.0,195.0,13,2004,False
锦华北园 , 2室1厅 , 71.12平米 ,锦绣,10546.0,75.0,6,2002,True
海神花园 , 3室2厅 , 157.83平米 ,中南,13496.0,213.0,6,1999,False
锦华北园 , 4室3厅 , 207.09平米 ,锦绣,9900.0,205.0,7,2002,True
西苑小区 , 2室2厅 , 77.3平米 ,马栏,10298.0,79.6,7,1997,True
红星海世界观三期郡墅 , 3室2厅 , 148.75平米 ,红星海,16135.0,240.0,5,2012,False
翠竹中区 , 4室2厅 , 150.82平米 ,红梅翠竹,8421.0,127.0,7,1996,False
刘家桥 , 2室2厅 , 80.28平米 ,春柳,9318.0,74.8,8,1990,False
北京街北 , 1室1厅 , 44.77平米 ,北京公园,12286.0,55.0,7,1990,True
侯一小区 , 2室1厅 , 62.56平米 ,侯家沟,9272.0,58.0,7,1993,True
金华小区三期 , 2室1厅 , 75.95平米 ,金华,8164.0,62.0,12,2009,False
金华小区三期 , 2室1厅 , 75.95平米 ,金华,8164.0,62.0,12,2009,False
东城天下 , 2室1厅 , 90.03平米 ,东城,6887.0,62.0,12,2005,False
澳景园 , 3室2厅 , 161.99平米 ,华乐,15434.0,250.0,6,2003,False
东城天下 , 2室1厅 , 90.03平米 ,东城,6887.0,62.0,12,2005,False
澳景园 , 3室2厅 , 161.99平米 ,华乐,15434.0,250.0,6,2003,False
大华锦绣华城一期 , 2室2厅 , 86.77平米 ,庙岭,18555.0,161.0,18,2010,False
大有恬园 , 2室2厅 , 91.74平米 ,凌水,17441.0,160.0,6,2005,False
金盛家园 , 2室2厅 , 101.09平米 ,大纺,12860.0,130.0,6,2001,True
东方星海 , 2室1厅 , 86.84平米 ,星海广场,14395.0,125.0,30,2009,True
沿海鉴筑二期 , 3室1厅 , 111.8平米 ,华南,12523.0,140.0,19,2012,True
西山逸林 , 3室2厅 , 115.34平米 ,万科假日,13179.0,152.0,11,2009,False
华兴山庄 , 2室1厅 , 49.77平米 ,凌水,15271.0,76.0,5,2004,False
泉水人家幸福里 , 2室2厅 , 95.53平米 ,美域盛景,14132.0,135.0,9,2009,False
悦泰林里 , 4室2厅 , 133.52平米 ,中南,24641.0,329.0,15,2006,False
鑫汇茗苑 , 2室1厅 , 85.4平米 ,华东,14872.0,127.0,9,2011,False
中冶蓝城C区 , 2室2厅 , 74.7平米 ,辛寨子,14191.0,106.0,5,2011,False
壹品星海三期 , 2室1厅 , 106.29平米 ,星海广场,21169.0,225.0,30,2007,True
华润置地广场一期 , 3室1厅 , 116平米 ,华南,15690.0,182.0,33,2013,True
金广东海岸 , 3室2厅 , 154.54平米 ,华乐,20060.0,310.0,24,2009,True
侯一小区 , 2室2厅 , 89.61平米 ,侯家沟,8705.0,78.0,7,1993,True
新辉小区 , 3室2厅 , 95.93平米 ,古城汇金,7297.0,70.0,7,2005,False
莱州街 , 2室2厅 , 70.44平米 ,孙家沟,9086.0,64.0,6,1990,False
建兴苑 , 2室2厅 , 72.37平米 ,古城汇金,7946.0,57.5,6,1999,True
万科溪之谷 , 6室2厅 , 125.37平米 ,溪之谷,13162.0,165.0,5,2008,False
小平岛E东组团 , 4室2厅 , 150.78平米 ,小平岛,17244.0,260.0,10,2007,False
热岛黄金海岸 , 4室2厅 , 276平米 ,华润海中国,7790.0,215.0,22,2010,False
北昌平小区 , 2室2厅 , 100.91平米 ,西安路,12388.0,125.0,7,1993,True
碧鸿海悦园 , 2室1厅 , 62.12平米 ,光明,6923.0,43.0,25,2007,False
第五郡五号地 , 3室3厅 , 113.05平米 ,第五郡,33172.0,375.0,5,2009,False
星浦庄园 , 3室2厅 , 109.5平米 ,黑石礁,13699.0,150.0,7,1997,False
大华锦绣华城叁号院 , 2室2厅 , 104.62平米 ,庙岭,25713.0,269.0,16,2016,False
澳景园 , 4室2厅 , 168.7平米 ,华乐,13041.0,220.0,6,2003,False
万科溪之谷 , 6室2厅 , 125.37平米 ,溪之谷,13162.0,165.0,5,2008,False
台安274 , 3室1厅 , 116.31平米 ,华东,11006.0,128.0,11,2009,False
大华锦绣华城叁号院 , 2室2厅 , 104.62平米 ,庙岭,25713.0,269.0,16,2016,False
泊林阳光A区 , 2室1厅 , 74平米 ,叠翠,12028.0,89.0,6,2007,False
碧浪园一期 , 2室2厅 , 82.51平米 ,虎滩,14908.0,123.0,5,2000,False
收获公寓 , 2室2厅 , 101.54平米 ,安盛,7190.0,73.0,28,2008,False
新船巷 , 3室1厅 , 68.04平米 ,新起屯,8231.0,56.0,7,2002,False
叠彩桃源 , 3室2厅 , 108.08平米 ,新起屯,16266.0,175.8,6,2003,False
碧海园 , 2室2厅 , 70.53平米 ,虎滩,12619.0,89.0,6,2000,False
金都嘉园 , 2室1厅 , 62.77平米 ,古城汇金,7966.0,50.0,11,2009,False
富士庄园 , 3室2厅 , 148.7平米 ,美域盛景,12240.0,182.0,11,2006,False
红旗东路 , 2室1厅 , 59.77平米 ,马栏,10708.0,64.0,6,2000,True
华夏金城 , 3室1厅 , 112.8平米 ,古城汇金,8511.0,96.0,6,2008,False
由家村 , 1室1厅 , 44.79平米 ,软件园,11610.0,52.0,6,1990,True
实验小学市场街 , 1室1厅 , 36.28平米 ,英华街,24670.0,89.5,8,1999,True
星海人家 , 3室2厅 , 130.75平米 ,星海人家商圈,24857.0,325.0,6,2002,True
翠竹小区 , 4室2厅 , 171.76平米 ,红梅翠竹,4483.0,77.0,6,1996,False
碧海尚城 , 1室0厅 , 45.74平米 ,碧海,6319.0,28.9,30,2007,False
幸福小区 , 3室2厅 , 89.63平米 ,辽师,10823.0,97.0,6,1998,True
枣园万象 , 3室2厅 , 93.42平米 ,山东路,14665.0,137.0,18,2012,True
香炉礁 , 3室2厅 , 124.57平米 ,香炉礁,9232.0,115.0,5,1994,True
八十中 , 2室1厅 , 58.06平米 ,大纺,13693.0,79.5,6,1998,False
春田银杏园 , 3室2厅 , 139平米 ,辛寨子,13670.0,190.0,16,2011,False
大华锦绣华城一期 , 3室3厅 , 101.96平米 ,庙岭,31189.0,318.0,18,2010,False
红星海世界观一期城市别馆 , 2室1厅 , 112.34平米 ,红星海,11573.0,130.0,32,2012,False
宏都峰景 , 3室2厅 , 137.45平米 ,万达,19935.0,274.0,28,2012,True
由家村 , 2室1厅 , 62.86平米 ,软件园,10818.0,68.0,7,1990,True
兰亭山水 , 7室2厅 , 196.4平米 ,星海人家商圈,13493.0,265.0,6,2003,True
胜利西小区 , 2室0厅 , 56平米 ,光明,5268.0,29.5,6,1992,False
新林东巷 , 2室1厅 , 68.58平米 ,新起屯,9041.0,62.0,7,1992,False
和嘉佳园 , 2室0厅 , 49.25平米 ,站前,6092.0,30.0,18,2009,False
铁路西站 , 2室1厅 , 65平米 ,华府,8924.0,58.0,8,1997,False
北甸街 , 1室0厅 , 39.88平米 ,辽师,9529.0,38.0,7,1996,True
孙家沟 , 2室1厅 , 52.73平米 ,孙家沟,13276.0,70.0,7,1990,True
和嘉佳园 , 1室1厅 , 41.87平米 ,站前,6210.0,26.0,18,2009,False
锦绣园 , 5室2厅 , 146.54平米 ,锦绣,9895.0,145.0,7,2001,False
东特爱俪舍 , 1室0厅 , 38.9平米 ,周水子,11954.0,46.5,24,2004,False
金源花园小区 , 3室2厅 , 119.48平米 ,站前,5006.0,59.8,7,1998,False
山东路 , 2室0厅 , 49.92平米 ,山东路,9215.0,46.0,7,1988,True
泡崖一区 , 2室2厅 , 103.16平米 ,泡崖市场,6786.0,70.0,6,1999,False
热岛黄金海岸 , 4室2厅 , 275.98平米 ,华润海中国,6704.0,185.0,22,2010,False
谷和温馨苑 , 1室1厅 , 49.3平米 ,促进路,14605.0,72.0,10,2002,False
碧波园 , 1室1厅 , 49.42平米 ,虎滩,11130.0,55.0,7,1997,False
众益阳光海岸 , 3室2厅 , 143.6平米 ,海富,9402.0,135.0,34,2005,False
捷凤街 , 2室1厅 , 63.69平米 ,青云街,12546.0,79.9,7,1995,False
和平现代城 , 3室1厅 , 120.6平米 ,和平广场,15092.0,182.0,32,2005,True
山岭巷 , 3室1厅 , 107.89平米 ,中南,10752.0,116.0,6,1995,False
绿洲半岛三期 , 3室2厅 , 123.5平米 ,海富,9717.0,120.0,6,2007,False
新星绿城一期 , 2室2厅 , 88.74平米 ,辛寨子,9410.0,83.5,6,2003,False
绿洲半岛二期 , 3室1厅 , 123.95平米 ,海富,7100.0,88.0,14,2005,False
香炉礁 , 2室2厅 , 89.49平米 ,香炉礁,9164.0,82.0,7,1993,True
